exchangedate,r030,cc,txt,enname,rate,units,rate_per_unit,group,calcdate
26.11.2021,840,USD,Долар США,US Dollar,27.0256,1,27.0256,1,25.11.2021
27.11.2021,840,USD,Долар США,US Dollar,27.0256,1,27.0256,1,25.11.2021
28.11.2021,840,USD,Долар США,US Dollar,27.0256,1,27.0256,1,25.11.2021
29.11.2021,840,USD,Долар США,US Dollar,27.1033,1,27.1033,1,26.11.2021
30.11.2021,840,USD,Долар США,US Dollar,27.1739,1,27.1739,1,29.11.2021
01.12.2021,840,USD,Долар США,US Dollar,27.2142,1,27.2142,1,30.11.2021
02.12.2021,840,USD,Долар США,US Dollar,27.2296,1,27.2296,1,01.12.2021
03.12.2021,840,USD,Долар США,US Dollar,27.2933,1,27.2933,1,02.12.2021
04.12.2021,840,USD,Долар США,US Dollar,27.2933,1,27.2933,1,02.12.2021
05.12.2021,840,USD,Долар США,US Dollar,27.2933,1,27.2933,1,02.12.2021
06.12.2021,840,USD,Долар США,US Dollar,27.2981,1,27.2981,1,03.12.2021
07.12.2021,840,USD,Долар США,US Dollar,27.3791,1,27.3791,1,06.12.2021
08.12.2021,840,USD,Долар США,US Dollar,27.3317,1,27.3317,1,07.12.2021
09.12.2021,840,USD,Долар США,US Dollar,27.2167,1,27.2167,1,08.12.2021
10.12.2021,840,USD,Долар США,US Dollar,27.1013,1,27.1013,1,09.12.2021
11.12.2021,840,USD,Долар США,US Dollar,27.1013,1,27.1013,1,09.12.2021
12.12.2021,840,USD,Долар США,US Dollar,27.1013,1,27.1013,1,09.12.2021
13.12.2021,840,USD,Долар США,US Dollar,27.0241,1,27.0241,1,10.12.2021
14.12.2021,840,USD,Долар США,US Dollar,26.8846,1,26.8846,1,13.12.2021
15.12.2021,840,USD,Долар США,US Dollar,26.9985,1,26.9985,1,14.12.2021
16.12.2021,840,USD,Долар США,US Dollar,27.196,1,27.196,1,15.12.2021
17.12.2021,840,USD,Долар США,US Dollar,27.1929,1,27.1929,1,16.12.2021
18.12.2021,840,USD,Долар США,US Dollar,27.1929,1,27.1929,1,16.12.2021
19.12.2021,840,USD,Долар США,US Dollar,27.1929,1,27.1929,1,16.12.2021
20.12.2021,840,USD,Долар США,US Dollar,27.2483,1,27.2483,1,17.12.2021
21.12.2021,840,USD,Долар США,US Dollar,27.2846,1,27.2846,1,20.12.2021
22.12.2021,840,USD,Долар США,US Dollar,27.2598,1,27.2598,1,21.12.2021
23.12.2021,840,USD,Долар США,US Dollar,27.2508,1,27.2508,1,22.12.2021
24.12.2021,840,USD,Долар США,US Dollar,27.2747,1,27.2747,1,23.12.2021
25.12.2021,840,USD,Долар США,US Dollar,27.2747,1,27.2747,1,23.12.2021
26.12.2021,840,USD,Долар США,US Dollar,27.2747,1,27.2747,1,23.12.2021
27.12.2021,840,USD,Долар США,US Dollar,27.2747,1,27.2747,1,23.12.2021
28.12.2021,840,USD,Долар США,US Dollar,27.2306,1,27.2306,1,24.12.2021
29.12.2021,840,USD,Долар США,US Dollar,27.2235,1,27.2235,1,28.12.2021
30.12.2021,840,USD,Долар США,US Dollar,27.2077,1,27.2077,1,29.12.2021
31.12.2021,840,USD,Долар США,US Dollar,27.2782,1,27.2782,1,30.12.2021
